0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.600,0.000,0.000,0.000,0.000,0.000,0.000
5.200,0.000,0.000,0.000,0.000,0.000,0.000
7.800,0.000,0.000,0.000,0.000,0.000,0.000
10.400,0.000,0.000,0.000,0.000,0.000,0.000
13.000,0.000,0.000,0.000,0.000,0.000,0.000
15.600,0.000,0.000,0.000,0.000,0.000,0.000
18.200,0.000,0.000,0.000,0.000,0.000,0.000
20.800,0.000,0.000,0.000,0.000,0.000,0.000
23.400,0.000,0.000,0.000,0.000,0.000,0.000
26.000,0.000,0.000,0.000,0.000,0.000,0.000
28.600,0.000,0.000,0.000,0.000,0.000,0.000
31.200,0.000,0.000,0.000,0.000,0.000,0.000
33.800,0.000,0.000,0.000,0.000,0.000,0.000
36.400,0.000,0.000,0.000,0.000,0.000,0.000
39.000,0.000,0.000,0.000,0.000,0.000,0.000
41.600,0.000,0.000,0.000,0.000,0.000,0.000
44.200,0.000,0.000,0.000,0.000,0.000,0.000
46.800,0.000,0.000,0.000,0.000,0.000,0.000
49.400,0.000,0.000,0.000,0.000,0.000,0.000
52.000,0.000,0.000,0.000,0.000,0.000,0.000
54.600,0.000,0.000,0.000,0.000,0.000,0.000
57.200,0.000,0.000,0.000,0.000,0.000,0.000
59.800,0.000,0.000,0.000,0.000,0.000,0.000
62.400,0.000,0.000,0.000,0.000,0.000,0.000
65.000,0.000,0.000,0.000,0.000,0.000,0.000
67.600,0.000,0.000,0.000,0.000,0.000,0.000
70.200,0.000,0.000,0.000,0.000,0.000,0.000
72.800,0.000,0.000,0.000,0.000,0.000,0.000
75.400,0.000,0.000,0.000,0.000,0.000,0.000
78.000,0.000,0.000,0.000,0.000,0.000,0.000
80.600,0.000,0.000,0.000,0.000,0.000,0.000
83.200,0.000,0.000,0.000,0.000,0.000,0.000
85.800,0.000,0.000,0.000,0.000,0.000,0.000
88.400,0.000,0.000,0.000,0.000,0.000,0.000
91.000,0.000,0.000,0.000,0.000,0.000,0.000
93.600,0.000,0.000,0.000,0.000,0.000,0.000
96.200,0.000,0.000,0.000,0.000,0.000,0.000
98.800,0.000,0.000,0.000,0.000,0.497,0.000
101.400,0.000,0.000,0.000,0.000,1.202,0.000
104.000,0.000,0.000,0.000,0.000,1.365,0.000
106.600,0.000,0.000,0.000,0.000,1.745,0.000
109.200,0.000,0.000,0.000,0.000,1.745,0.000
111.800,0.000,0.000,0.000,0.000,1.745,0.000
114.400,0.000,0.000,0.000,0.000,1.745,0.000
117.000,0.000,0.000,0.000,0.000,1.745,0.000
119.600,0.000,0.000,0.000,0.000,1.745,0.000
122.200,0.000,0.000,0.000,0.000,1.745,0.000
124.800,0.000,0.000,0.000,0.000,1.745,0.000
127.400,0.000,0.000,0.000,0.000,1.745,0.000
130.000,0.000,0.000,0.000,0.000,1.745,0.000
132.600,0.000,0.000,0.000,0.000,1.745,0.000
135.200,0.000,0.000,0.000,0.000,1.745,0.000
137.800,0.000,0.000,0.000,0.000,1.745,0.000
140.400,0.000,0.000,0.000,0.000,1.745,0.000
143.000,0.000,0.000,0.000,0.000,1.745,0.000
145.600,0.000,0.000,0.000,0.000,1.799,0.000
148.200,0.000,0.000,0.000,0.000,1.799,0.000
150.800,0.000,0.000,0.000,0.000,2.070,0.000
153.400,0.000,0.000,0.000,0.000,2.287,0.000
156.000,0.000,0.000,0.000,0.000,2.287,0.000
158.600,0.000,0.000,0.000,0.000,2.287,0.000
161.200,0.000,0.000,0.000,0.000,2.450,0.000
163.800,0.000,0.000,0.000,0.000,2.504,0.000
166.400,0.000,0.000,0.000,0.000,2.233,0.000
169.000,0.000,0.000,0.000,0.000,2.124,0.000
171.600,0.000,0.000,0.000,0.000,2.124,0.000
174.200,0.000,0.000,0.000,0.000,1.962,0.000
176.800,0.000,0.000,0.000,0.000,1.962,0.000
179.400,0.000,0.000,0.000,0.000,1.962,0.000
182.000,0.000,0.000,0.000,0.000,1.962,0.737
184.600,0.000,0.000,0.074,0.000,1.962,0.163
187.200,0.000,0.000,0.090,0.144,1.962,0.461
189.800,0.000,0.000,0.136,0.321,1.962,0.298
192.400,0.000,0.000,0.166,0.587,1.962,0.000
195.000,0.000,0.000,0.166,0.911,1.962,0.000
197.600,0.000,0.000,0.166,1.235,1.962,0.000
200.200,0.000,0.000,0.166,1.559,1.962,0.000
202.800,0.000,0.000,0.166,1.883,1.962,0.000
205.400,0.000,0.000,0.166,2.207,1.962,0.000
208.000,0.000,0.000,0.166,2.531,1.962,0.000
210.600,0.000,0.000,0.166,2.855,1.962,0.027
213.200,0.000,0.000,0.169,3.179,1.962,0.000
215.800,0.000,0.000,0.169,3.508,1.799,0.000
218.400,0.000,0.000,0.169,3.810,0.876,0.000
221.000,0.000,0.000,0.169,3.957,0.876,0.000
223.600,0.000,0.000,0.169,4.104,0.876,0.000
226.200,0.000,0.000,0.169,4.251,0.768,0.081
228.800,0.000,0.000,0.177,4.380,0.768,0.298
231.400,0.000,0.000,0.207,4.515,1.473,0.081
234.000,0.000,0.000,0.215,4.817,1.907,0.081
236.600,0.000,0.000,0.223,5.223,2.070,0.217
239.200,0.000,0.000,0.244,5.680,2.233,0.054
241.800,0.000,0.000,0.250,6.221,2.342,0.000
244.400,0.000,0.000,0.250,0.516,2.342,0.000
247.000,0.000,0.000,0.250,1.095,2.342,0.000
249.600,0.000,0.000,0.250,1.674,2.342,0.000
252.200,0.000,0.000,0.250,2.253,2.342,0.000
254.800,0.000,0.000,0.250,2.832,1.907,0.000
257.400,0.000,0.000,0.250,3.304,1.636,0.000
260.000,0.000,0.000,0.250,3.708,1.636,0.000
262.600,0.000,0.000,0.250,4.113,1.907,0.000
265.200,0.000,0.000,0.250,4.584,2.287,0.000
267.800,0.000,0.000,0.250,5.149,2.342,0.000
270.400,0.000,0.000,0.250,5.728,2.450,0.000
273.000,0.000,0.000,0.250,0.051,2.613,0.000
275.600,0.000,0.000,0.250,0.697,2.667,0.000
278.200,0.000,0.000,0.250,1.356,2.776,0.000
280.800,0.000,0.000,0.250,2.042,2.938,0.000
283.400,0.000,0.000,0.250,2.769,2.938,0.000
286.000,0.000,0.000,0.250,3.495,2.938,0.000
288.600,0.000,0.000,0.250,4.221,2.993,0.000
291.200,0.000,0.000,0.250,4.961,2.993,0.000
293.800,0.000,0.000,0.250,5.701,2.993,0.000
296.400,0.000,0.000,0.250,0.158,2.993,0.000
299.000,0.000,0.000,0.250,0.898,2.993,0.000
301.600,0.000,0.000,0.250,1.638,2.993,-0.108
304.200,0.000,0.000,0.239,2.378,2.287,-1.601
306.800,0.000,0.000,0.079,2.919,1.907,-0.791
309.400,0.000,0.000,-0.000,3.069,1.582,0.000
312.000,0.000,0.000,-0.000,3.069,1.365,0.000
314.600,0.000,0.000,-0.000,3.069,1.256,0.000
317.200,0.000,0.000,-0.000,3.068,1.256,0.000
319.800,0.000,0.000,-0.000,3.068,1.202,-0.085
322.400,0.000,0.000,-0.009,3.068,0.876,-0.353
325.000,0.000,0.000,-0.044,3.060,0.876,-0.244
327.600,0.000,0.000,-0.068,3.022,0.388,-0.163
330.200,0.000,0.000,-0.085,2.995,0.000,0.000
332.800,0.000,0.000,-0.085,2.995,0.000,0.000
335.400,0.000,0.000,-0.085,2.995,0.000,-0.217
338.000,0.000,0.000,-0.106,2.995,0.000,-0.380
340.600,0.000,0.000,-0.144,2.995,0.000,-0.109
343.200,0.000,0.000,-0.155,2.995,0.062,-0.109
345.800,0.000,0.000,-0.166,2.986,1.256,0.000
348.400,0.000,0.000,-0.166,2.778,1.473,0.000
351.000,0.000,0.000,-0.166,2.534,1.582,0.000
353.600,0.000,0.000,-0.166,2.272,1.962,-0.109
356.200,0.000,0.000,-0.177,1.948,2.070,0.000
358.800,0.000,0.000,-0.177,1.583,2.070,-0.136
361.400,0.000,0.000,-0.191,1.218,2.070,-0.163
364.000,0.000,0.000,-0.207,0.826,2.070,-0.136
366.600,0.000,0.000,-0.221,0.401,2.070,-0.081
369.200,0.000,0.000,-0.229,6.231,2.070,-0.081
371.800,0.000,0.000,-0.237,5.762,2.070,-0.109
374.400,0.000,0.000,-0.248,5.276,2.070,-0.027
377.000,0.000,0.000,-0.250,4.768,2.070,0.000
379.600,0.000,0.000,-0.250,4.256,2.070,0.000
382.200,0.000,0.000,-0.250,3.743,2.124,0.000
384.800,0.000,0.000,-0.250,3.216,2.233,0.000
387.400,0.000,0.000,-0.250,2.663,2.504,0.000
390.000,0.000,0.000,-0.250,2.043,2.830,0.000
392.600,0.000,0.000,-0.250,1.341,2.830,0.000
395.200,0.000,0.000,-0.250,0.640,2.830,0.000
397.800,0.000,0.000,-0.250,6.222,3.101,0.000
400.400,0.000,0.000,-0.250,5.454,3.101,0.000
403.000,0.000,0.000,-0.250,4.685,3.155,0.000
405.600,0.000,0.000,-0.250,3.903,3.210,0.000
408.200,0.000,0.000,-0.250,3.108,3.210,0.000
410.800,0.000,0.000,-0.250,2.313,3.210,0.000
413.400,0.000,0.000,-0.250,1.517,3.210,0.000
416.000,0.000,0.000,-0.250,0.722,3.210,0.000
418.600,0.000,0.000,-0.250,6.210,3.210,0.000
421.200,0.000,0.000,-0.250,5.414,3.210,0.000
423.800,0.000,0.000,-0.250,4.619,3.210,0.000
426.400,0.000,0.000,-0.250,3.823,3.210,0.000
429.000,0.000,0.000,-0.250,3.028,3.210,0.000
431.600,0.000,0.000,-0.250,2.232,3.210,0.000
434.200,0.000,0.000,-0.250,1.437,3.210,0.000
