0.000,0.000,0.000,0.000,0.000,3.000,0.000
2.600,0.000,0.000,0.000,0.000,3.000,0.000
5.200,0.000,0.000,0.000,0.000,3.000,0.000
7.800,0.000,0.000,0.000,0.000,3.000,0.000
10.400,0.000,0.000,0.000,0.000,3.000,0.000
13.000,0.000,0.000,0.000,0.000,3.000,0.000
15.600,0.000,0.000,0.000,0.000,3.000,0.000
18.200,0.000,0.000,0.000,0.000,3.000,0.000
20.800,0.000,0.000,0.000,0.000,3.000,0.000
23.400,0.000,0.000,0.000,0.000,3.000,0.000
26.000,0.000,0.000,0.000,0.000,3.000,0.000
28.600,0.000,0.000,0.000,0.000,3.000,0.000
31.200,0.000,0.000,0.000,0.000,3.000,0.000
33.800,0.000,0.000,0.000,0.000,3.000,0.000
36.400,0.000,0.000,0.000,0.000,3.000,0.000
39.000,0.000,0.000,0.000,0.000,3.000,0.000
41.600,0.000,0.000,0.000,0.000,3.000,0.000
44.200,0.000,0.000,0.000,0.000,3.000,0.000
46.800,0.000,0.000,0.000,0.000,3.000,0.000
49.400,0.000,0.000,0.000,0.000,3.000,0.000
52.000,0.000,0.000,0.000,0.000,3.000,0.000
54.600,0.000,0.000,0.000,0.000,3.000,0.000
57.200,0.000,0.000,0.000,0.000,3.000,0.000
59.800,0.000,0.000,0.000,0.000,3.000,0.000
62.400,0.000,0.000,0.000,0.000,3.000,0.000
65.000,0.000,0.000,0.000,0.000,3.000,0.000
67.600,0.000,0.000,0.000,0.000,3.000,0.000
70.200,0.000,0.000,0.000,0.000,3.000,0.000
72.800,0.000,0.000,0.000,0.000,3.000,0.000
75.400,0.000,0.000,0.000,0.000,3.000,0.000
78.000,0.000,0.000,0.000,0.000,3.000,0.000
80.600,0.000,0.000,0.000,0.000,3.000,0.000
83.200,0.000,0.000,0.000,0.000,3.000,0.000
85.800,0.000,0.000,0.000,0.000,3.000,0.000
88.400,0.000,0.000,0.000,0.000,3.000,0.000
91.000,0.000,0.000,0.000,0.000,3.000,0.000
93.600,0.000,0.000,0.000,0.000,3.000,0.000
96.200,0.000,0.000,0.000,0.000,3.000,0.000
98.800,0.000,0.000,0.000,0.000,3.000,0.000
101.400,0.000,0.000,0.000,0.000,3.000,0.000
104.000,0.000,0.000,0.000,0.000,3.000,0.000
106.600,0.000,0.000,0.000,0.000,3.000,0.000
109.200,0.000,0.000,0.000,0.000,3.000,0.000
111.800,0.000,0.000,0.000,0.000,3.000,0.000
114.400,0.000,0.000,0.000,0.000,3.000,0.000
117.000,0.000,0.000,0.000,0.000,3.000,0.000
119.600,0.000,0.000,0.000,0.000,3.000,0.000
122.200,0.000,0.000,0.000,0.000,3.000,0.000
124.800,0.000,0.000,0.000,0.000,3.000,0.000
127.400,0.000,0.000,0.000,0.000,3.000,0.000
130.000,0.000,0.000,0.000,0.000,3.000,0.000
132.600,0.000,0.000,0.000,0.000,3.000,0.000
135.200,0.000,0.000,0.000,0.000,3.000,0.000
137.800,0.000,0.000,0.000,0.000,3.000,0.000
140.400,0.000,0.000,0.000,0.000,3.000,0.000
143.000,0.000,0.000,0.000,0.000,3.000,0.000
145.600,0.000,0.000,0.000,0.000,3.000,0.000
148.200,0.000,0.000,0.000,0.000,3.000,0.000
150.800,0.000,0.000,0.000,0.000,3.000,0.000
153.400,0.000,0.000,0.000,0.000,3.000,0.000
156.000,0.000,0.000,0.000,0.000,3.000,0.000
158.600,0.000,0.000,0.000,0.000,3.000,0.000
161.200,0.000,0.000,0.000,0.000,3.000,0.000
163.800,0.000,0.000,0.000,0.000,3.000,0.000
166.400,0.000,0.000,0.000,0.000,3.000,0.000
169.000,0.000,0.000,0.000,0.000,3.000,0.000
171.600,0.000,0.000,0.000,0.000,3.000,0.000
174.200,0.000,0.000,0.000,0.000,3.000,0.000
176.800,0.000,0.000,0.000,0.000,3.000,0.000
179.400,0.000,0.000,0.000,0.000,3.000,0.000
182.000,0.000,0.000,0.000,0.000,3.000,0.000
184.600,0.000,0.000,0.000,0.000,3.000,0.000
187.200,0.000,0.000,0.000,0.000,3.000,0.000
189.800,0.000,0.000,0.000,0.000,3.000,0.000
